	@inputs Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
417	0.59	0.45	0.53	0.19	0.5	0.0	0.59	0.27	0
418	0.56	0.48	0.58	0.27	0.5	0.0	0.51	0.22	0
419	0.48	0.42	0.52	0.24	0.5	0.0	0.56	0.22	0
420	0.58	0.51	0.49	0.27	0.5	0.0	0.57	0.29	0
421	0.36	0.46	0.62	0.46	0.5	0.0	0.51	0.33	0
422	0.42	0.35	0.54	0.18	0.5	0.0	0.56	0.22	0
423	0.27	0.6	0.48	0.23	0.5	0.0	0.55	0.22	0
424	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
425	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
426	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
427	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
428	0.62	0.58	0.46	0.13	0.5	0.0	0.53	0.22	0
429	0.48	0.35	0.42	0.21	0.5	0.0	0.57	0.22	0
430	0.41	0.52	0.41	0.11	0.5	0.0	0.54	0.35	0
431	0.44	0.34	0.55	0.18	0.5	0.0	0.52	0.22	0
432	0.31	0.45	0.5	0.17	0.5	0.0	0.49	0.22	0
433	0.38	0.49	0.61	0.13	0.5	0.0	0.54	0.22	0
434	0.56	0.44	0.56	0.19	0.5	0.0	0.54	0.22	0
435	0.66	0.62	0.52	0.17	0.5	0.0	0.49	0.22	0
436	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
437	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
438	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
439	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
440	0.55	0.51	0.54	0.2	0.5	0.0	0.56	0.22	0
441	0.51	0.48	0.46	0.29	0.5	0.0	0.54	0.22	0
442	0.53	0.43	0.57	0.24	0.5	0.0	0.39	0.28	0
443	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
444	0.61	0.46	0.54	0.11	0.5	0.0	0.47	0.22	0
445	0.66	0.55	0.54	0.18	0.5	0.0	0.43	0.22	0
446	0.6	0.48	0.46	0.32	0.5	0.0	0.4	0.33	0
447	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
448	0.61	0.53	0.59	0.17	0.5	0.0	0.44	0.28	0
449	0.34	0.34	0.65	0.4	0.5	0.0	0.32	0.16	0
450	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
451	0.39	0.65	0.57	0.19	0.5	0.0	0.44	0.25	0
452	0.39	0.65	0.57	0.19	0.5	0.0	0.43	0.25	0
453	0.57	0.48	0.54	0.22	0.5	0.0	0.5	0.11	0
454	0.41	0.49	0.65	0.28	0.5	0.0	0.59	0.57	0
455	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
456	0.64	0.31	0.53	0.15	0.5	0.0	0.53	0.31	0
457	0.55	0.57	0.51	0.07	0.5	0.0	0.55	0.22	0
458	0.45	0.45	0.51	0.3	0.5	0.0	0.48	0.44	0
459	0.25	0.48	0.45	0.32	0.5	0.0	0.4	0.22	0
460	0.54	0.43	0.48	0.27	0.5	0.0	0.44	0.41	0
461	0.66	0.54	0.53	0.17	0.5	0.0	0.54	0.22	0
462	0.56	0.46	0.51	0.25	0.5	0.0	0.54	0.22	0
509	0.81	0.9	0.39	0.41	0.5	0.0	0.53	0.22	1
510	0.83	0.53	0.52	0.2	0.5	0.0	0.48	0.25	1
511	0.78	0.48	0.47	0.3	0.5	0.0	0.53	0.47	1
512	0.72	0.56	0.4	0.26	0.5	0.0	0.51	0.26	1
513	0.67	0.57	0.36	0.19	0.5	0.0	0.56	0.22	1
