	GLCM_pan	Mean_Green	Mean_Red	Mean_NIR	SD_pan	class
3487	118.9550706	244.5306122	127.3877551	644.6326531	31.44632417	1
3488	136.4435484	170.9583333	80.125	176.7916667	8.100818717	1
3489	123.868932	220.7692308	108.3076923	788.3846154	14.95872032	1
3490	134.796	172.5	70.25	211.0	15.05705296	1
3491	130.9933432	182.6162791	78.3372093	217.4302326	15.60437823	1
3492	112.8930233	192.6296296	85.03703704	433.1851852	30.15670094	1
3493	105.6489362	274.0	156.5	385.5	31.57926535	1
3494	139.84375	256.8333333	132.375	328.5416667	15.80348063	1
3495	136.8958333	212.0666667	90.93333333	534.8666667	42.92142692	1
3496	123.9375	184.8823529	83.29411765	359.7352941	47.13810417	1
3497	131.6428571	192.6603774	80.79245283	386.509434	19.53622116	1
3498	123.9886364	223.7727273	91.95454545	596.3181818	22.55228086	1
3499	130.4200627	204.6	90.4	405.1	33.13004679	1
3500	126.2280285	231.4339623	118.9433962	392.5283019	17.20750579	1
3501	136.4769231	233.3414634	114.8292683	430.5365854	14.70317055	1
3502	133.230663	235.7582418	118.4945055	445.6813187	22.45452677	1
3503	90.625	287.6666667	154.6666667	485.0	80.43838221	1
3504	123.5963791	364.9830508	271.9152542	429.7457627	18.59168295	1
3505	116.993007	356.0	228.3333333	456.8333333	70.78763232	1
3506	113.122807	259.8333333	157.5555556	366.1111111	16.62624728	1
3507	93.203125	364.0	235.0	490.0	101.566173	1
3508	129.30625	261.35	154.55	339.95	31.70583543	1
3509	122.1508772	307.7222222	200.0	360.0	36.22805849	1
3510	109.2261905	321.4375	232.90625	449.8125	10.57409681	1
3511	132.0958409	281.9142857	180.2571429	421.6285714	13.57326303	1
3512	120.7072368	380.9473684	296.4210526	443.9473684	27.75945348	1
3513	130.1727905	179.8125	76.75	251.75	10.69298105	1
3514	133.8167373	182.0	77.50420168	306.1428571	15.79300823	1
3515	137.1074074	221.4117647	96.70588235	519.4705882	30.34872292	1
3516	133.8942436	199.9361702	85.72340426	392.5531915	22.59129659	1
3517	134.2310705	211.7083333	96.14583333	556.875	30.2234445	1
3518	101.9479167	200.0	93.5	482.5	18.81267303	1
3519	140.703125	207.1111111	95.77777778	504.3055556	24.56805866	1
3520	115.8774885	211.7073171	94.92682927	505.3414634	30.22698189	1
3521	114.875	183.0	75.88235294	334.2352941	33.38151074	1
3522	132.3991489	227.4864865	103.6081081	723.3108108	29.47068036	1
3523	114.2564576	227.4117647	102.5882353	755.0882353	22.30375781	1
3524	130.6167665	173.625	69.625	199.25	10.62642454	1
3525	119.6262058	210.6025641	96.97435897	511.0641026	35.0815524	1
3526	135.7814208	201.6521739	91.47826087	475.9130435	33.88811793	1
3527	118.6954887	223.74	101.5	617.16	33.03007115	1
3528	127.8954299	223.2839506	101.7530864	587.8765432	26.94704002	1
3529	133.2692006	219.63125	98.8125	592.31875	32.3780591	1
3530	137.4358006	212.746988	94.81927711	523.060241	28.89328451	1
3531	119.1901198	241.2857143	113.047619	744.8333333	24.78588582	1
3532	133.3075862	225.4835165	106.4835165	687.8901099	23.23982274	1
3533	118.6107011	215.0	97.77941176	458.4852941	26.94568338	1
3534	115.6407767	224.5384615	103.0769231	658.6923077	14.43901683	1
3535	119.4053156	236.3421053	105.7368421	663.8289474	28.21878255	1
3536	133.0723926	212.2745098	94.17647059	502.4705882	33.34763246	1
3537	132.63827	198.4166667	84.41666667	391.5	18.22772613	1
3538	119.4224599	230.0731707	109.7073171	670.5	31.52632442	1
3539	114.3317308	199.3846154	82.30769231	413.8461538	42.00098618	1
3540	118.039627	226.6481481	102.8703704	538.1666667	31.14004387	1
