	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	Label
167	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
168	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
169	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
170	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
171	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
172	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
173	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
174	1.52058092	12.85135	1.61191	2.17106	72.1788	0.75762	9.70172	0.2394	0.2601	0
175	1.52171992	11.56125	1.88131	1.56116	72.862	0.47196	11.41256	0.0	0.0	0
176	1.5196925	14.5604	0.0	0.55964	73.478	0.0	11.21888	0.0	0.0	0
177	1.51115	17.38	0.0	0.34136	75.41	0.0	6.64588	0.0	0.0	0
178	1.51937358	13.789	2.41113	1.1888	72.7612	0.0	9.76628	0.0	0.0	0
179	1.51828014	14.46065	2.24051	1.61894	72.3804	0.0	9.26056	0.0	0.0	0
180	1.51853072	14.08825	2.19112	1.66067	72.6716	0.0	9.32512	0.0	0.0	0
181	1.51299518	14.4008	1.74212	1.53869	74.5476	0.0	7.59276	0.0	0.0	0
182	1.51887242	14.99265	0.78126	1.74092	72.498	0.0	9.9492	0.0	0.0	0
183	1.51905466	14.0018	2.38868	1.56116	72.3692	0.0	9.5726	0.0	0.0	0
184	1.51916856	14.1481	0.0	2.09081	72.7388	0.0	10.88532	0.0	0.0	0
212	1.51657164	14.7998	0.0	1.9913	73.1084	0.0	8.2814	1.71045	0.0	1
213	1.51732338	14.95275	0.0	1.7987	72.9908	0.0	8.61496	1.5498	0.0	1
