	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	Label
0	1.51588824	12.87795	3.43036	1.40066	73.282	0.68931	8.04468	0.0	0.1224	0
1	1.5176423	12.9777	3.53812	1.21127	73.002	0.65205	8.52888	0.0	0.0	0
2	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	0
3	1.52222108	13.21045	3.7716	0.79076	71.9884	0.13041	10.2452	0.0	0.0	0
4	1.51755118	13.39	3.65935	1.1888	72.7892	0.57132	8.27064	0.0	0.0561	0
5	1.52099096	13.68925	3.592	1.12139	71.9604	0.08694	9.40044	0.0	0.0	0
6	1.51755118	13.1506	3.60996	1.05077	73.2372	0.57132	8.23836	0.0	0.0	0
7	1.51910022	13.90205	3.73119	1.17917	72.1228	0.0621	8.89472	0.0	0.0	0
8	1.51793844	13.21045	3.47975	1.41029	72.638	0.58995	8.43204	0.0	0.0	0
9	1.51898632	13.58285	3.34954	1.23053	72.078	0.58995	8.90548	0.0	0.0	0
10	1.51215232	12.991	3.47077	1.12139	72.9796	0.621	8.34596	0.0	0.1581	0
11	1.51976084	13.80895	3.57853	1.32041	71.7196	0.11799	8.66876	0.68985	0.0	0
12	1.51761952	13.88875	3.60098	1.35893	72.7276	0.47817	7.82948	0.0	0.0	0
13	1.51784732	12.67845	3.66833	1.15991	73.1084	0.60858	8.70104	0.0	0.0	0
14	1.51720948	13.3767	3.5022	1.15028	72.8508	0.50301	8.43204	0.0	0.0	0
15	1.51746006	12.83805	3.5022	1.14065	73.2708	0.5589	8.5504	0.0	0.0	0
16	1.52210718	13.72915	3.83895	0.72014	71.7588	0.16767	9.74476	0.0	0.0	0
17	1.51823458	12.8713	3.47975	1.29152	72.9516	0.60237	8.43204	0.0	0.0	0
18	1.51919134	14.417	3.57853	1.36856	72.078	0.5589	8.30292	0.0	0.0	0
185	1.51613882	13.8821	1.77804	1.78907	73.0972	0.0	8.66876	0.75915	0.0	1
186	1.51509094	15.15225	0.0	2.25131	73.5004	0.0	8.3352	0.63	0.0	1
187	1.52247166	14.85965	2.2001	2.05871	70.258	0.75762	9.75552	0.0	0.0	1
