	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	Label
113	1.51645774	13.4033	3.48873	1.51943	72.6492	0.67068	8.07696	0.0	0.051	0
114	1.52222108	14.4274	0.0	0.99941	72.6716	0.09936	11.52016	0.0	0.0408	0
115	1.52739214	11.0226	0.0	0.74903	73.0804	0.0	14.96336	0.0	0.0	0
116	1.51686778	13.2304	3.53812	1.48091	72.8396	0.5589	8.09848	0.0	0.0	0
117	1.51812068	13.33015	3.84793	1.24979	72.778	0.52164	8.12	0.0	0.0	0
118	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	0
119	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	0
120	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	0
121	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	0
122	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	0
123	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	0
124	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	0
125	1.51591102	13.0176	3.57853	1.5098	73.1196	0.68931	7.9586	0.0	0.0	0
126	1.51568322	13.23705	3.48873	1.47128	73.2484	0.37881	8.03392	0.0	0.0	0
127	1.51841682	12.93115	3.74017	1.10855	72.2796	0.63963	8.95928	0.0	0.1122	0
128	1.53393	12.2994	0.0	0.99941	70.1628	0.11799	16.19	0.0	0.1224	0
129	1.5277794	12.63855	0.0	0.66878	72.022	0.0621	14.40384	0.0	0.0	0
130	1.52019366	13.98185	1.35149	1.62857	71.7588	0.39123	10.56252	0.0	0.51	0
203	1.516845	14.9195	0.0	1.9913	73.58	0.0	8.39976	1.59075	0.0	1
204	1.51622994	14.2013	0.0	2.79059	73.4612	0.03726	9.04536	0.40005	0.459	1
205	1.51531874	14.38085	0.0	2.65898	73.0972	0.03726	9.07764	0.63945	0.0	1
