	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
158	1.5183257	13.33015	3.34056	1.53869	72.1396	0.5589	8.99156	0.0	0.0	0
159	1.51670832	13.23705	3.56955	1.3814	72.6996	0.5589	8.4428	0.0	0.051	0
160	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
161	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
162	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
163	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
164	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
165	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
166	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
167	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
168	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
169	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
170	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
171	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
42	1.52320062	13.7225	3.72221	0.51149	71.7476	0.08694	10.568	0.0	0.0816	1
43	1.5229956	13.3102	3.57853	0.81965	71.9884	0.11799	10.17516	0.0	0.0153	1
44	1.52101374	13.6427	4.49	1.09892	71.7812	0.0621	8.75484	0.0	0.0	1
45	1.51750562	12.8181	3.55159	1.49054	72.75	0.54027	8.51812	0.0	0.0969	1
46	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	1
47	1.52666318	13.9885	3.69976	0.71051	71.5684	0.01863	9.82008	0.0	0.051	1
48	1.51925968	13.19715	3.33158	1.27868	72.358	0.60237	9.1422	0.0	0.0561	1
