	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
172	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
173	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
174	1.52058092	12.85135	1.61191	2.17106	72.1788	0.75762	9.70172	0.2394	0.2601	0
175	1.52171992	11.56125	1.88131	1.56116	72.862	0.47196	11.41256	0.0	0.0	0
176	1.5196925	14.5604	0.0	0.55964	73.478	0.0	11.21888	0.0	0.0	0
177	1.51115	17.38	0.0	0.34136	75.41	0.0	6.64588	0.0	0.0	0
178	1.51937358	13.789	2.41113	1.1888	72.7612	0.0	9.76628	0.0	0.0	0
179	1.51828014	14.46065	2.24051	1.61894	72.3804	0.0	9.26056	0.0	0.0	0
180	1.51853072	14.08825	2.19112	1.66067	72.6716	0.0	9.32512	0.0	0.0	0
181	1.51299518	14.4008	1.74212	1.53869	74.5476	0.0	7.59276	0.0	0.0	0
182	1.51887242	14.99265	0.78126	1.74092	72.498	0.0	9.9492	0.0	0.0	0
183	1.51905466	14.0018	2.38868	1.56116	72.3692	0.0	9.5726	0.0	0.0	0
184	1.51916856	14.1481	0.0	2.09081	72.7388	0.0	10.88532	0.0	0.0	0
185	1.51613882	13.8821	1.77804	1.78907	73.0972	0.0	8.66876	0.75915	0.0	0
49	1.52171992	13.4831	3.74017	0.8999	72.0108	0.18009	9.60488	0.0	0.0357	1
50	1.51618438	13.52965	3.55159	1.53869	72.9908	0.39123	7.77568	0.0	0.0	1
51	1.51761952	12.61195	3.592	1.31078	73.2876	0.57753	8.4966	0.0	0.0	1
52	1.51768786	12.55875	3.52016	1.42955	73.1476	0.57132	8.53964	0.0	0.0	1
53	1.51796122	12.7383	3.47975	1.3493	72.9572	0.63963	8.67952	0.0	0.0	1
54	1.51807512	13.4299	2.86911	1.1888	72.8396	0.55269	9.0346	0.0	0.0	1
55	1.5215149	13.11735	3.57853	0.8999	72.2012	0.22977	9.82008	0.0	0.0816	1
