	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
100	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	0
101	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	0
102	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	0
103	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	0
104	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	0
105	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	0
106	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	0
107	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	0
108	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	0
109	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	0
110	1.5184396	13.25035	3.75813	1.32041	72.4028	0.57753	8.42128	0.0	0.0	0
111	1.51812068	13.4299	3.97814	1.17917	72.4924	0.57753	8.15228	0.0	0.0	0
112	1.51632106	13.3368	3.56955	1.57079	72.8676	0.60858	7.89404	0.0	0.0	0
113	1.51645774	13.4033	3.48873	1.51943	72.6492	0.67068	8.07696	0.0	0.051	0
114	1.52222108	14.4274	0.0	0.99941	72.6716	0.09936	11.52016	0.0	0.0408	0
14	1.51720948	13.3767	3.5022	1.15028	72.8508	0.50301	8.43204	0.0	0.0	1
15	1.51746006	12.83805	3.5022	1.14065	73.2708	0.5589	8.5504	0.0	0.0	1
16	1.52210718	13.72915	3.83895	0.72014	71.7588	0.16767	9.74476	0.0	0.0	1
17	1.51823458	12.8713	3.47975	1.29152	72.9516	0.60237	8.43204	0.0	0.0	1
18	1.51919134	14.417	3.57853	1.36856	72.078	0.5589	8.30292	0.0	0.0	1
19	1.51761952	12.79815	3.65935	1.26905	73.0076	0.60237	8.56116	0.0	0.0	1
20	1.51750562	12.81145	3.56955	1.3493	73.0188	0.621	8.59344	0.0	0.0	1
