	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
146	1.5177562	13.52965	3.40791	1.51943	72.0388	0.57753	8.78712	0.0	0.0	0
147	1.51609326	13.33015	3.52914	1.33967	72.6716	0.5589	8.3352	0.0	0.0	0
148	1.51663998	13.1373	3.44832	1.76018	72.4812	0.60237	8.37824	0.0	0.0867	0
149	1.52121876	14.0284	3.75813	0.5789	71.7924	0.11178	9.64792	0.0	0.0	0
150	1.51645774	13.03755	3.39893	1.25942	73.0076	0.52164	8.58268	0.0	0.0	0
151	1.52210718	14.188	3.78058	0.90953	71.3612	0.22977	9.1422	0.0	0.1887	0
152	1.51693612	12.858	3.57853	1.31078	72.61	0.60858	8.78712	0.0	0.0	0
153	1.51777898	13.6427	3.65037	0.64952	73.002	0.0621	8.927	0.0	0.0	0
154	1.51796122	13.50305	3.35852	1.62857	71.938	0.57132	8.80864	0.0	0.459	0
155	1.51609326	13.42325	3.39893	1.2209	72.6884	0.58995	8.32444	0.0	0.0	0
156	1.5193508	13.6427	3.53812	0.74903	72.6492	0.16146	8.89472	0.1512	0.1224	0
157	1.51768786	13.64935	3.65935	1.10855	72.7724	0.11178	8.6042	0.0	0.0	0
158	1.5183257	13.33015	3.34056	1.53869	72.1396	0.5589	8.99156	0.0	0.0	0
159	1.51670832	13.23705	3.56955	1.3814	72.6996	0.5589	8.4428	0.0	0.051	0
110	1.5184396	13.25035	3.75813	1.32041	72.4028	0.57753	8.42128	0.0	0.0	1
111	1.51812068	13.4299	3.97814	1.17917	72.4924	0.57753	8.15228	0.0	0.0	1
112	1.51632106	13.3368	3.56955	1.57079	72.8676	0.60858	7.89404	0.0	0.0	1
113	1.51645774	13.4033	3.48873	1.51943	72.6492	0.67068	8.07696	0.0	0.051	1
114	1.52222108	14.4274	0.0	0.99941	72.6716	0.09936	11.52016	0.0	0.0408	1
115	1.52739214	11.0226	0.0	0.74903	73.0804	0.0	14.96336	0.0	0.0	1
116	1.51686778	13.2304	3.53812	1.48091	72.8396	0.5589	8.09848	0.0	0.0	1
117	1.51812068	13.33015	3.84793	1.24979	72.778	0.52164	8.12	0.0	0.0	1
