	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
188	1.51652608	11.94695	0.0	1.1888	75.1804	2.70135	8.927	0.0	0.0	0
189	1.52064926	14.3609	0.0	2.02019	73.422	0.0	8.4428	1.64115	0.0	0
190	1.51130946	13.68925	3.20137	1.81154	72.8116	1.75743	5.43	1.1907	0.0	0
191	1.51556932	13.8688	0.0	2.54021	73.2316	0.14283	9.4112	0.80955	0.0051	0
192	1.5163894	14.36755	0.0	2.73923	72.8508	0.0	9.45424	0.53865	0.0	0
193	1.52315506	13.4432	3.34056	1.23053	72.3804	0.60237	8.83016	0.0	0.0	0
194	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	0
195	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	0
196	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	0
197	1.51645774	14.93945	0.0	1.86932	73.1084	0.0	8.66876	1.3797	0.0	0
198	1.5171867	14.75325	0.0	2.00093	73.0188	0.0	8.52888	1.59075	0.0408	0
199	1.5161616	14.95275	0.0	2.27057	73.2988	0.0	8.7118	0.67095	0.0	0
200	1.51711836	14.2279	0.0	2.08118	73.3604	0.0	8.61496	1.6695	0.0	0
132	1.51591102	12.8181	3.52016	1.90142	72.862	0.68931	7.96936	0.0	0.0	1
133	1.5163894	12.5521	3.47975	1.86932	73.2316	0.62721	8.07696	0.0	0.459	1
134	1.51591102	13.23705	3.34056	1.47128	73.0972	0.39123	8.21684	0.0	0.0	1
135	1.51654886	12.7516	2.85115	1.43918	73.2708	0.57132	8.78712	0.11025	0.1122	1
136	1.5167311	13.2969	3.64139	1.52906	72.5316	0.65205	8.03392	0.0	0.1479	1
137	1.52176548	13.19715	3.6818	1.15028	72.75	0.54027	8.51812	0.0	0.0	1
138	1.5167311	12.8713	3.56057	1.64141	73.142	0.65205	7.99088	0.0	0.0	1
