	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
0	1.51588824	12.87795	3.43036	1.40066	73.282	0.68931	8.04468	0.0	0.1224	0
1	1.5176423	12.9777	3.53812	1.21127	73.002	0.65205	8.52888	0.0	0.0	0
2	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	0
3	1.52222108	13.21045	3.7716	0.79076	71.9884	0.13041	10.2452	0.0	0.0	0
4	1.51755118	13.39	3.65935	1.1888	72.7892	0.57132	8.27064	0.0	0.0561	0
5	1.52099096	13.68925	3.592	1.12139	71.9604	0.08694	9.40044	0.0	0.0	0
6	1.51755118	13.1506	3.60996	1.05077	73.2372	0.57132	8.23836	0.0	0.0	0
7	1.51910022	13.90205	3.73119	1.17917	72.1228	0.0621	8.89472	0.0	0.0	0
8	1.51793844	13.21045	3.47975	1.41029	72.638	0.58995	8.43204	0.0	0.0	0
9	1.51898632	13.58285	3.34954	1.23053	72.078	0.58995	8.90548	0.0	0.0	0
10	1.51215232	12.991	3.47077	1.12139	72.9796	0.621	8.34596	0.0	0.1581	0
11	1.51976084	13.80895	3.57853	1.32041	71.7196	0.11799	8.66876	0.68985	0.0	0
12	1.51761952	13.88875	3.60098	1.35893	72.7276	0.47817	7.82948	0.0	0.0	0
13	1.51784732	12.67845	3.66833	1.15991	73.1084	0.60858	8.70104	0.0	0.0	0
70	1.51848516	13.6427	3.87038	1.26905	71.9604	0.54027	8.32444	0.0	0.1632	1
71	1.51818902	13.7225	0.0	0.55964	74.4524	0.0	10.99292	0.0	0.0	1
72	1.51663998	12.93115	3.53812	1.61894	72.9572	0.63963	8.03392	0.0	0.1071	1
73	1.51709558	12.99765	3.47077	1.78907	72.722	0.65826	8.18456	0.0	0.0	1
74	1.51689056	12.6718	2.87809	1.70882	73.2092	0.73278	8.53964	0.0	0.0	1
75	1.5266404	11.22875	0.0	0.7715	73.2092	0.0	14.6836	0.0	0.0	1
76	1.51850794	13.19715	3.62792	1.07003	72.8284	0.57132	8.41052	0.09135	0.0867	1
77	1.51812068	12.95775	2.95891	1.42955	72.918	0.60237	8.78712	0.1386	0.0	1
