	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
28	1.51777898	13.21045	3.38995	1.33004	72.7612	0.58995	8.59344	0.0	0.0	0
29	1.51755118	13.4831	3.74017	1.16954	72.9908	0.58995	8.03392	0.0	0.0	0
30	1.5215149	13.05085	3.65037	0.87101	72.3188	0.19251	9.85236	0.0	0.0867	0
31	1.51743728	13.2969	3.60098	1.14065	73.0916	0.57753	8.1738	0.0	0.0	0
32	1.515706	12.71835	3.46179	1.56116	73.198	0.67068	8.08772	0.0	0.1224	0
33	1.51720948	12.8713	3.47975	1.33004	73.0412	0.5589	8.43204	0.0	0.0	0
34	1.51910022	13.88875	3.52914	1.32041	71.8092	0.50922	8.77636	0.11025	0.0	0
35	1.51869018	13.1905	3.37199	1.17917	72.722	0.57132	8.83016	0.0	0.0816	0
36	1.52171992	13.5097	3.8614	0.88064	71.7924	0.22977	9.54032	0.0	0.0561	0
37	1.51755118	12.99765	3.60098	1.35893	72.9908	0.57132	8.39976	0.0	0.0561	0
38	1.51761952	12.81145	3.53812	1.23053	73.2372	0.57753	8.389	0.0	0.0	0
39	1.51784732	13.7745	3.48873	1.27868	72.862	0.60237	8.48584	0.0	0.0	0
40	1.5175284	12.57205	3.47077	1.3814	73.3884	0.60237	8.5504	0.0	0.0306	0
41	1.5178701	12.73165	3.43036	1.1888	72.9516	0.621	8.75484	0.0	0.153	0
86	1.5160477	12.8979	3.43934	1.44881	73.58	0.44091	8.27064	0.0	0.0	1
87	1.5170728	13.7225	3.6818	1.81154	72.0612	0.63963	7.88328	0.0	0.0	1
88	1.51666276	12.9378	3.60996	1.25942	72.75	0.5589	8.6042	0.0	0.0	1
89	1.52613924	13.70255	0.0	1.35893	71.238	0.19251	13.43544	0.0	0.051	1
90	1.51689056	13.33015	3.53812	1.60931	72.5428	0.6831	8.10924	0.0	0.0	1
91	1.51645774	13.4432	3.60996	1.53869	72.3916	0.65826	8.03392	0.0	0.0	1
92	1.5159338	13.25035	3.44832	1.42955	73.17	0.60858	7.86176	0.0	0.0	1
93	1.51743728	12.19965	3.25076	1.15991	73.5508	0.621	8.89472	0.0	0.1224	1
