	1	2	3	4	5	6	7	8	9	label
0	1.51588824	12.87795	3.43036	1.40066	73.282	0.68931	8.04468	0.0	0.1224	1
1	1.5176423	12.9777	3.53812	1.21127	73.002	0.65205	8.52888	0.0	0.0	1
2	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	1
3	1.52222108	13.21045	3.7716	0.79076	71.9884	0.13041	10.2452	0.0	0.0	1
4	1.51755118	13.39	3.65935	1.1888	72.7892	0.57132	8.27064	0.0	0.0561	1
5	1.52099096	13.68925	3.592	1.12139	71.9604	0.08694	9.40044	0.0	0.0	1
6	1.51755118	13.1506	3.60996	1.05077	73.2372	0.57132	8.23836	0.0	0.0	1
7	1.51910022	13.90205	3.73119	1.17917	72.1228	0.0621	8.89472	0.0	0.0	1
8	1.51793844	13.21045	3.47975	1.41029	72.638	0.58995	8.43204	0.0	0.0	1
9	1.51898632	13.58285	3.34954	1.23053	72.078	0.58995	8.90548	0.0	0.0	1
10	1.51215232	12.991	3.47077	1.12139	72.9796	0.621	8.34596	0.0	0.1581	1
11	1.51976084	13.80895	3.57853	1.32041	71.7196	0.11799	8.66876	0.68985	0.0	1
12	1.51761952	13.88875	3.60098	1.35893	72.7276	0.47817	7.82948	0.0	0.0	1
13	1.51784732	12.67845	3.66833	1.15991	73.1084	0.60858	8.70104	0.0	0.0	1
14	1.51720948	13.3767	3.5022	1.15028	72.8508	0.50301	8.43204	0.0	0.0	1
15	1.51746006	12.83805	3.5022	1.14065	73.2708	0.5589	8.5504	0.0	0.0	1
16	1.52210718	13.72915	3.83895	0.72014	71.7588	0.16767	9.74476	0.0	0.0	1
163	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
164	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
165	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
166	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
167	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
168	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
