	1	2	3	4	5	6	7	8	9	label
83	1.52176548	13.7491	1.01025	1.35893	72.19	0.32913	11.14356	0.0	0.0	1
84	1.5162755	12.99765	3.57853	1.53869	72.8284	0.60858	8.04468	0.0	0.0	1
85	1.51618438	13.01095	3.5022	1.48091	72.89	0.60237	8.12	0.0	0.0	1
86	1.5160477	12.8979	3.43934	1.44881	73.58	0.44091	8.27064	0.0	0.0	1
87	1.5170728	13.7225	3.6818	1.81154	72.0612	0.63963	7.88328	0.0	0.0	1
88	1.51666276	12.9378	3.60996	1.25942	72.75	0.5589	8.6042	0.0	0.0	1
89	1.52613924	13.70255	0.0	1.35893	71.238	0.19251	13.43544	0.0	0.051	1
90	1.51689056	13.33015	3.53812	1.60931	72.5428	0.6831	8.10924	0.0	0.0	1
91	1.51645774	13.4432	3.60996	1.53869	72.3916	0.65826	8.03392	0.0	0.0	1
92	1.5159338	13.25035	3.44832	1.42955	73.17	0.60858	7.86176	0.0	0.0	1
93	1.51743728	12.19965	3.25076	1.15991	73.5508	0.621	8.89472	0.0	0.1224	1
94	1.52474966	11.4482	0.0	1.87895	72.19	0.8073	13.24176	0.0	0.1734	1
95	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	1
96	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	1
97	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	1
98	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	1
189	1.52064926	14.3609	0.0	2.02019	73.422	0.0	8.4428	1.64115	0.0	0
190	1.51130946	13.68925	3.20137	1.81154	72.8116	1.75743	5.43	1.1907	0.0	0
191	1.51556932	13.8688	0.0	2.54021	73.2316	0.14283	9.4112	0.80955	0.0051	0
192	1.5163894	14.36755	0.0	2.73923	72.8508	0.0	9.45424	0.53865	0.0	0
193	1.52315506	13.4432	3.34056	1.23053	72.3804	0.60237	8.83016	0.0	0.0	0
