	1	2	3	4	5	6	7	label
70	17.63	15.98	0.8673	6.191	3.561	4.076	6.06	1
71	16.84	15.67	0.8623	5.998	3.484	4.675	5.877	1
72	17.26	15.73	0.8763	5.978	3.594	4.539	5.791	1
73	19.11	16.26	0.9081	6.154	3.93	2.936	6.079	1
74	16.82	15.51	0.8786	6.017	3.486	4.004	5.841	1
75	16.77	15.62	0.8638	5.927	3.438	4.92	5.795	1
76	17.32	15.91	0.8599	6.064	3.403	3.824	5.922	1
77	20.71	17.23	0.8763	6.579	3.814	4.451	6.451	1
78	18.94	16.49	0.875	6.445	3.639	5.064	6.362	1
79	17.12	15.55	0.8892	5.85	3.566	2.858	5.746	1
80	16.53	15.34	0.8823	5.875	3.467	5.532	5.88	1
81	18.72	16.19	0.8977	6.006	3.857	5.324	5.879	1
82	20.2	16.89	0.8894	6.285	3.864	5.173	6.187	1
83	19.57	16.74	0.8779	6.384	3.772	1.472	6.273	1
175	10.8	12.57	0.859	4.981	2.821	4.773	5.063	0
176	11.26	13.01	0.8355	5.186	2.71	5.335	5.092	0
177	10.74	12.73	0.8329	5.145	2.642	4.702	4.963	0
178	11.48	13.05	0.8473	5.18	2.758	5.876	5.002	0
179	12.21	13.47	0.8453	5.357	2.893	1.661	5.178	0
180	11.41	12.95	0.856	5.09	2.775	4.957	4.825	0
181	12.46	13.41	0.8706	5.236	3.017	4.987	5.147	0
