	1	2	3	4	5	6	7	label
42	13.16	13.55	0.9009	5.138	3.201	2.461	4.783	1
43	15.5	14.86	0.882	5.877	3.396	4.711	5.528	1
44	15.11	14.54	0.8986	5.579	3.462	3.128	5.18	1
45	13.8	14.04	0.8794	5.376	3.155	1.56	4.961	1
46	15.36	14.76	0.8861	5.701	3.393	1.367	5.132	1
47	14.99	14.56	0.8883	5.57	3.377	2.958	5.175	1
48	14.79	14.52	0.8819	5.545	3.291	2.704	5.111	1
49	14.86	14.67	0.8676	5.678	3.258	2.129	5.351	1
50	14.43	14.4	0.8751	5.585	3.272	3.975	5.144	1
51	15.78	14.91	0.8923	5.674	3.434	5.593	5.136	1
52	14.49	14.61	0.8538	5.715	3.113	4.116	5.396	1
53	14.33	14.28	0.8831	5.504	3.199	3.328	5.224	1
54	14.52	14.6	0.8557	5.741	3.113	1.481	5.487	1
55	15.03	14.77	0.8658	5.702	3.212	1.933	5.439	1
161	12.02	13.33	0.8503	5.35	2.81	4.271	5.308	0
162	12.05	13.41	0.8416	5.267	2.847	4.988	5.046	0
163	12.55	13.57	0.8558	5.333	2.968	4.419	5.176	0
164	11.14	12.79	0.8558	5.011	2.794	6.388	5.049	0
165	12.1	13.15	0.8793	5.105	2.941	2.201	5.056	0
166	12.44	13.59	0.8462	5.319	2.897	4.924	5.27	0
167	12.15	13.45	0.8443	5.417	2.837	3.638	5.338	0
