	1	2	3	4	5	6	7	label
126	18.65	16.41	0.8698	6.285	3.594	4.391	6.102	1
127	17.98	15.85	0.8993	5.979	3.687	2.257	5.919	1
128	20.16	17.03	0.8735	6.513	3.773	1.91	6.185	1
129	17.55	15.66	0.8991	5.791	3.69	5.366	5.661	1
130	18.3	15.89	0.9108	5.979	3.755	2.837	5.962	1
131	18.94	16.32	0.8942	6.144	3.825	2.908	5.949	1
132	15.38	14.9	0.8706	5.884	3.268	4.462	5.795	1
133	16.16	15.33	0.8644	5.845	3.395	4.266	5.795	1
134	15.56	14.89	0.8823	5.776	3.408	4.972	5.847	1
135	15.38	14.66	0.899	5.477	3.465	3.6	5.439	1
136	17.36	15.76	0.8785	6.145	3.574	3.526	5.971	1
137	15.57	15.15	0.8527	5.92	3.231	2.64	5.879	1
138	15.6	15.11	0.858	5.832	3.286	2.725	5.752	1
139	16.23	15.18	0.885	5.872	3.472	3.769	5.922	1
203	12.7	13.41	0.8874	5.183	3.091	8.456	5.0	0
204	12.37	13.47	0.8567	5.204	2.96	3.919	5.001	0
205	12.19	13.2	0.8783	5.137	2.981	3.631	4.87	0
206	11.23	12.88	0.8511	5.14	2.795	4.325	5.003	0
207	13.2	13.66	0.8883	5.236	3.232	8.315	5.056	0
208	11.84	13.21	0.8521	5.175	2.836	3.598	5.044	0
209	12.3	13.34	0.8684	5.243	2.974	5.637	5.063	0
